food_key,food_description,food_category,allowed_no_restriction,allowed_vegetarian,allowed_vegan,allowed_pescatarian,allowed_halal_friendly,allowed_kosher_style,allowed_gluten_free,allowed_lactose_free,allowed_nut_free,allowed_low_sodium_aware,blocked_profiles
buckwheat whole grain,"Buckwheat, whole grain",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
buffalo free range top round steak raw (shoshone bannock),"Buffalo, free range, top round steak, raw (Shoshone Bannock)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
bulgur dry,"Bulgur, dry",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
bulgur dry raw,"Bulgur, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
burdock root raw,"Burdock root, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
butterbur (fuki) raw,"Butterbur, (fuki), raw",Vegetables and Vegetable Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
cabbage bok choy raw,"Cabbage, bok choy, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cabbage chinese (pak-choi) raw,"Cabbage, chinese (pak-choi), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cabbage chinese (pe-tsai) raw,"Cabbage, chinese (pe-tsai), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cabbage green raw,"Cabbage, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cabbage kimchi,"Cabbage, kimchi",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cabbage napa leaf destemmed raw,"Cabbage, napa, leaf, destemmed, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cabbage raw,"Cabbage, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cabbage red raw,"Cabbage, red, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cabbage savoy raw,"Cabbage, savoy, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
canada goose breast meat only skinless raw,"Canada Goose, breast meat only, skinless, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
candied fruit,Candied fruit,Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
carambola (starfruit) raw,"Carambola, (starfruit), raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
cardoon raw,"Cardoon, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
caribou bone marrow raw (alaska native),"Caribou, bone marrow, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
caribou eye raw (alaska native),"Caribou, eye, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
caribou hind quarter meat raw (alaska native),"Caribou, hind quarter meat, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
caribou liver raw (alaska native),"Caribou, liver, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
caribou tongue raw (alaska native),"Caribou, tongue, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
carissa (natal-plum) raw,"Carissa, (natal-plum), raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
carrots baby raw,"Carrots, baby, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
carrots mature raw,"Carrots, mature, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
carrots raw,"Carrots, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cassava raw,"Cassava, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
catsup,Catsup,Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
catsup low sodium,"Catsup, low sodium",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cattail narrow leaf shoots (northern plains indians),"Cattail, Narrow Leaf Shoots (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
cauliflower green raw,"Cauliflower, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cauliflower raw,"Cauliflower, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
celeriac raw,"Celeriac, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
celery raw,"Celery, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
celtuce raw,"Celtuce, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
chard swiss raw,"Chard, swiss, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
chayote fruit raw,"Chayote, fruit, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cherimoya raw,"Cherimoya, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
cherries sour red raw,"Cherries, sour, red, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
cherries sweet dark red raw,"Cherries, sweet, dark red, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
cherries sweet raw,"Cherries, sweet, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
chia seeds dry raw,"Chia seeds, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
chicken breast boneless skinless raw,"Chicken, breast, boneless, skinless, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken broiler or fryers breast skinless boneless meat only raw,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broiler rotisserie bbq back meat only,"Chicken, broiler, rotisserie, BBQ, back meat only",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken broiler rotisserie bbq breast meat only,"Chicken, broiler, rotisserie, BBQ, breast, meat only",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken broiler rotisserie bbq drumstick meat only,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken broiler rotisserie bbq skin,"Chicken, broiler, rotisserie, BBQ, skin",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken broiler rotisserie bbq thigh meat only,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken broiler rotisserie bbq wing meat only,"Chicken, broiler, rotisserie, BBQ, wing, meat only",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken broilers or fryers back meat only raw,"Chicken, broilers or fryers, back, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers dark meat drumstick meat only raw,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers dark meat meat only raw,"Chicken, broilers or fryers, dark meat, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers dark meat thigh meat only raw,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers giblets raw,"Chicken, broilers or fryers, giblets, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers leg meat only raw,"Chicken, broilers or fryers, leg, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers light meat meat only raw,"Chicken, broilers or fryers, light meat, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers meat only raw,"Chicken, broilers or fryers, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers neck meat only raw,"Chicken, broilers or fryers, neck, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers separable fat raw,"Chicken, broilers or fryers, separable fat, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers skin only raw,"Chicken, broilers or fryers, skin only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken broilers or fryers wing meat only raw,"Chicken, broilers or fryers, wing, meat only, raw",Poultry Products,1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
chicken capons giblets raw,"Chicken, capons, giblets, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken cornish game hens meat only raw,"Chicken, cornish game hens, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken feet boiled,"Chicken, feet, boiled",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken gizzard all classes raw,"Chicken, gizzard, all classes, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken heart all classes raw,"Chicken, heart, all classes, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken liver all classes raw,"Chicken, liver, all classes, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken roasting dark meat meat only raw,"Chicken, roasting, dark meat, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken roasting giblets raw,"Chicken, roasting, giblets, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken roasting light meat meat only raw,"Chicken, roasting, light meat, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken roasting meat only raw,"Chicken, roasting, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken stewing dark meat meat only raw,"Chicken, stewing, dark meat, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken stewing giblets raw,"Chicken, stewing, giblets, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken stewing light meat meat only raw,"Chicken, stewing, light meat, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken stewing meat only raw,"Chicken, stewing, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chicken thigh boneless skinless raw,"Chicken, thigh, boneless, skinless, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chickpeas (garbanzo beans bengal gram) mature seeds raw,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
chickpeas (garbanzo beans bengal gram) dry,"Chickpeas, (garbanzo beans, bengal gram), dry",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
chicory greens raw,"Chicory greens, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
chicory roots raw,"Chicory roots, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
chicory witloof raw,"Chicory, witloof, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
chilchen (red berry beverage) (navajo),Chilchen (Red Berry Beverage) (Navajo),American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
chiton leathery gumboots (alaska native),"Chiton, leathery, gumboots (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
chives raw,"Chives, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
chokecherries raw pitted (northern plains indians),"Chokecherries, raw, pitted (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
chokecherries raw pitted (shoshone bannock),"Chokecherries, raw, pitted (Shoshone Bannock)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
chrysanthemum leaves raw,"Chrysanthemum leaves, raw",Vegetables and Vegetable Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
chrysanthemum garland raw,"Chrysanthemum, garland, raw",Vegetables and Vegetable Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
clementines raw,"Clementines, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
cloudberries raw (alaska native),"Cloudberries, raw (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
cockles raw (alaska native),"Cockles, raw (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
collards raw,"Collards, raw",Vegetables and Vegetable Products,1,1,1,1,0,1,1,1,1,1,halal friendly
coriander (cilantro) leaves raw,"Coriander (cilantro) leaves, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
corn grain white,"Corn grain, white",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
corn grain yellow,"Corn grain, yellow",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
corn sweet white raw,"Corn, sweet, white, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
corn sweet yellow raw,"Corn, sweet, yellow, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
corn white steamed (navajo),"Corn, white, steamed (Navajo)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
cornmeal blue (navajo),"Cornmeal, blue (Navajo)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
cornmeal degermed unenriched white,"Cornmeal, degermed, unenriched, white",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
cornmeal degermed unenriched yellow,"Cornmeal, degermed, unenriched, yellow",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
cornmeal white (navajo),"Cornmeal, white (Navajo)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
cornmeal whole-grain white,"Cornmeal, whole-grain, white",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
cornmeal whole-grain yellow,"Cornmeal, whole-grain, yellow",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
cornmeal yellow (navajo),"Cornmeal, yellow (Navajo)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
cornsalad raw,"Cornsalad, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cornstarch,Cornstarch,Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
couscous dry,"Couscous, dry",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
cowpeas (blackeyes) immature seeds raw,"Cowpeas (blackeyes), immature seeds, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
cowpeas catjang mature seeds raw,"Cowpeas, catjang, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
cowpeas common (blackeyes crowder southern) mature seeds raw,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
cowpeas leafy tips raw,"Cowpeas, leafy tips, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
crabapples raw,"Crabapples, raw",Fruits and Fruit Juices,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
cranberries raw,"Cranberries, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
cranberries wild bush raw (alaska native),"Cranberries, wild, bush, raw (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
cranberry low bush or lingenberry raw (alaska native),"Cranberry, low bush or lingenberry, raw (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
cress garden raw,"Cress, garden, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
crustaceans crab alaska king imitation made from surimi,"Crustaceans, crab, alaska king, imitation, made from surimi",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans crab alaska king raw,"Crustaceans, crab, alaska king, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans crab blue raw,"Crustaceans, crab, blue, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans crab dungeness raw,"Crustaceans, crab, dungeness, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans crab queen raw,"Crustaceans, crab, queen, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans crayfish mixed species farmed raw,"Crustaceans, crayfish, mixed species, farmed, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
crustaceans crayfish mixed species wild raw,"Crustaceans, crayfish, mixed species, wild, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
crustaceans lobster northern raw,"Crustaceans, lobster, northern, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans shrimp farm raised raw,"Crustaceans, shrimp, farm raised, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans shrimp mixed species imitation made from surimi,"Crustaceans, shrimp, mixed species, imitation, made from surimi",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans shrimp mixed species raw (may contain additives to retain moisture),"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans shrimp raw,"Crustaceans, shrimp, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
crustaceans spiny lobster mixed species raw,"Crustaceans, spiny lobster, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
cucumber peeled raw,"Cucumber, peeled, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
currants european black raw,"Currants, european black, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
custard-apple (bullock s-heart) raw,"Custard-apple, (bullock's-heart), raw",Fruits and Fruit Juices,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
dandelion greens raw,"Dandelion greens, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
dates deglet noor,"Dates, deglet noor",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
dates medjool,"Dates, medjool",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
deer (venison) sitka raw (alaska native),"Deer (venison), sitka, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
dessert topping powdered,"Dessert topping, powdered",Dairy and Egg Products,1,1,1,1,1,1,1,1,1,1,
dessert topping pressurized,"Dessert topping, pressurized",Dairy and Egg Products,1,1,1,1,1,1,1,1,1,1,
dock raw,"Dock, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
drumstick leaves raw,"Drumstick leaves, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
drumstick pods raw,"Drumstick pods, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
duck domesticated liver raw,"Duck, domesticated, liver, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
duck domesticated meat only raw,"Duck, domesticated, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
duck scoter white-winged meat (alaska native),"Duck, scoter, white-winged, meat (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
duck wild breast meat only raw,"Duck, wild, breast, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
egg duck whole fresh raw,"Egg, duck, whole, fresh, raw",Dairy and Egg Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
egg goose whole fresh raw,"Egg, goose, whole, fresh, raw",Dairy and Egg Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
egg quail whole fresh raw,"Egg, quail, whole, fresh, raw",Dairy and Egg Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
egg turkey whole fresh raw,"Egg, turkey, whole, fresh, raw",Dairy and Egg Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
egg white raw fresh,"Egg, white, raw, fresh",Dairy and Egg Products,1,1,0,1,1,1,1,1,1,1,vegan
egg whole raw fresh,"Egg, whole, raw, fresh",Dairy and Egg Products,1,1,0,1,1,1,1,1,1,1,vegan
egg yolk raw fresh,"Egg, yolk, raw, fresh",Dairy and Egg Products,1,1,0,1,1,1,1,1,1,1,vegan
eggnog,Eggnog,Dairy and Egg Products,1,1,0,1,1,1,1,1,1,1,vegan
eggplant raw,"Eggplant, raw",Vegetables and Vegetable Products,1,1,0,1,1,1,1,1,1,1,vegan
eggs grade a large egg white,"Eggs, Grade A, Large, egg white",Dairy and Egg Products,1,1,0,1,1,1,1,1,1,1,vegan
eggs grade a large egg whole,"Eggs, Grade A, Large, egg whole",Dairy and Egg Products,1,1,0,1,1,1,1,1,1,1,vegan
eggs grade a large egg yolk,"Eggs, Grade A, Large, egg yolk",Dairy and Egg Products,1,1,0,1,1,1,1,1,1,1,vegan
einkorn grain dry raw,"Einkorn, grain, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
elderberries raw,"Elderberries, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
elk free range roast eye of round raw (shoshone bannock),"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
emu fan fillet raw,"Emu, fan fillet, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
emu flat fillet raw,"Emu, flat fillet, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
emu full rump raw,"Emu, full rump, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
emu inside drum raw,"Emu, inside drum, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
emu outside drum raw,"Emu, outside drum, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
emu oyster raw,"Emu, oyster, raw",Poultry Products,1,0,0,0,1,0,1,1,1,1,vegetarian|vegan|pescatarian|kosher style
endive raw,"Endive, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
epazote raw,"Epazote, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
eppaw raw,"Eppaw, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
farro pearled dry raw,"Farro, pearled, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
feijoa raw,"Feijoa, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
fennel bulb raw,"Fennel, bulb, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
fiddlehead ferns raw,"Fiddlehead ferns, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
figs raw,"Figs, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
fireweed leaves raw,"Fireweed, leaves, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
fireweed young leaves raw (alaska native),"Fireweed, young leaves, raw (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
fish salmon chum raw (alaska native),"Fish, Salmon, Chum, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish anchovy european raw,"Fish, anchovy, european, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish bass fresh water mixed species raw,"Fish, bass, fresh water, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish bass striped raw,"Fish, bass, striped, raw",Finfish and Shellfish Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
fish blackfish whole (alaska native),"Fish, blackfish, whole (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish bluefish raw,"Fish, bluefish, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish burbot raw,"Fish, burbot, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish butterfish raw,"Fish, butterfish, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,0,1,1,vegetarian|vegan|lactose free
fish carp raw,"Fish, carp, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish catfish channel farmed raw,"Fish, catfish, channel, farmed, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish catfish channel wild raw,"Fish, catfish, channel, wild, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish catfish farm raised raw,"Fish, catfish, farm raised, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish cisco raw,"Fish, cisco, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish cod atlantic raw,"Fish, cod, Atlantic, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish cod atlantic wild caught raw,"Fish, cod, Atlantic, wild caught, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish croaker atlantic raw,"Fish, croaker, Atlantic, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish cusk raw,"Fish, cusk, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish devilfish meat (alaska native),"Fish, devilfish, meat (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish drum freshwater raw,"Fish, drum, freshwater, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
